customer_id,Node1,Node2,Node3,Node4,Node5,Node6,Node7,Node8,Node9,Node10,Node11,Node12,Node13,Node14,Node15,customer_type,Node17,Node18,Node19,Node20,target_control,outcome,train_test
5687,Value4,Value1,Value2,Value2,Value2,Value4,Value2,Value4,Value1,Value2,Value1,Value1,Value3,Value4,Value4,sleeping_dog,Value1,Value1,Value4,Value4,target,0,test
5688,Value4,Value3,Value4,Value2,Value1,Value4,Value1,Value3,Value1,Value4,Value3,Value1,Value2,Value3,Value1,persuadable,Value4,Value2,Value4,Value2,target,1,test
5689,Value3,Value1,Value1,Value2,Value2,Value4,Value4,Value1,Value3,Value4,Value3,Value4,Value4,Value2,Value4,persuadable,Value4,Value4,Value4,Value3,target,1,train
5690,Value2,Value1,Value2,Value2,Value2,Value1,Value4,Value2,Value3,Value4,Value3,Value1,Value2,Value1,Value4,persuadable,Value3,Value1,Value4,Value2,control,0,test
5691,Value2,Value1,Value1,Value2,Value2,Value1,Value4,Value1,Value1,Value4,Value1,Value3,Value1,Value3,Value4,persuadable,Value3,Value2,Value3,Value2,control,0,train
5692,Value2,Value1,Value2,Value4,Value3,Value3,Value4,Value2,Value2,Value4,Value2,Value1,Value2,Value4,Value1,sure_thing,Value3,Value2,Value3,Value4,target,1,train
5693,Value2,Value1,Value2,Value2,Value1,Value1,Value3,Value1,Value2,Value2,Value3,Value1,Value1,Value1,Value1,sure_thing,Value4,Value4,Value1,Value2,control,1,train
5694,Value1,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value4,Value1,Value4,Value2,Value4,Value1,Value1,sure_thing,Value4,Value3,Value3,Value1,target,1,test
5695,Value3,Value2,Value1,Value2,Value2,Value4,Value4,Value1,Value3,Value3,Value4,Value1,Value3,Value1,Value3,lost_cause,Value1,Value3,Value4,Value3,control,0,train
5696,Value4,Value1,Value1,Value3,Value1,Value4,Value2,Value4,Value3,Value3,Value4,Value1,Value2,Value2,Value1,persuadable,Value1,Value3,Value4,Value3,control,0,train
5697,Value4,Value1,Value4,Value2,Value1,Value4,Value4,Value3,Value3,Value1,Value1,Value1,Value2,Value2,Value1,persuadable,Value2,Value2,Value2,Value1,target,1,train
5698,Value3,Value3,Value4,Value2,Value3,Value4,Value4,Value4,Value2,Value3,Value1,Value1,Value1,Value4,Value1,sure_thing,Value3,Value1,Value2,Value2,control,1,test
5699,Value2,Value1,Value4,Value3,Value4,Value4,Value4,Value3,Value2,Value3,Value3,Value3,Value4,Value1,Value1,persuadable,Value2,Value4,Value4,Value4,control,0,train
5700,Value4,Value2,Value1,Value3,Value1,Value4,Value1,Value2,Value3,Value3,Value1,Value1,Value2,Value1,Value1,sleeping_dog,Value2,Value2,Value3,Value1,control,1,test
5701,Value3,Value2,Value1,Value2,Value2,Value1,Value1,Value2,Value3,Value2,Value4,Value1,Value3,Value1,Value3,lost_cause,Value3,Value1,Value3,Value1,target,0,train
5702,Value1,Value1,Value2,Value2,Value1,Value2,Value4,Value1,Value1,Value3,Value4,Value4,Value2,Value3,Value3,sure_thing,Value2,Value4,Value2,Value3,target,1,train
5703,Value2,Value1,Value1,Value4,Value2,Value1,Value1,Value1,Value2,Value4,Value2,Value4,Value2,Value4,Value4,lost_cause,Value4,Value2,Value3,Value1,control,0,train
5704,Value2,Value1,Value4,Value2,Value4,Value2,Value4,Value4,Value4,Value3,Value4,Value1,Value2,Value3,Value3,lost_cause,Value1,Value3,Value2,Value1,target,0,train
5705,Value2,Value3,Value1,Value2,Value4,Value2,Value2,Value2,Value2,Value2,Value3,Value4,Value2,Value1,Value4,persuadable,Value3,Value3,Value4,Value2,control,0,test
5706,Value2,Value3,Value2,Value2,Value1,Value4,Value1,Value3,Value2,Value3,Value2,Value3,Value3,Value2,Value4,lost_cause,Value1,Value2,Value3,Value3,target,0,test
5707,Value1,Value2,Value2,Value4,Value4,Value2,Value1,Value3,Value3,Value3,Value4,Value3,Value3,Value1,Value1,sure_thing,Value3,Value3,Value4,Value4,target,1,train
5708,Value2,Value3,Value2,Value2,Value1,Value2,Value4,Value3,Value2,Value4,Value2,Value3,Value1,Value1,Value1,persuadable,Value4,Value4,Value2,Value3,control,0,train
5709,Value4,Value3,Value2,Value2,Value4,Value2,Value1,Value3,Value1,Value4,Value3,Value3,Value4,Value2,Value3,sure_thing,Value1,Value2,Value1,Value3,control,1,train
5710,Value1,Value1,Value1,Value4,Value4,Value2,Value3,Value3,Value1,Value4,Value3,Value1,Value2,Value4,Value4,sleeping_dog,Value4,Value4,Value2,Value4,control,1,train
5711,Value4,Value1,Value1,Value3,Value2,Value1,Value2,Value4,Value1,Value1,Value2,Value1,Value2,Value4,Value3,lost_cause,Value2,Value2,Value3,Value4,control,0,test
5712,Value4,Value1,Value1,Value2,Value1,Value3,Value1,Value2,Value1,Value3,Value2,Value1,Value2,Value4,Value4,sure_thing,Value2,Value3,Value2,Value2,target,1,train
5713,Value2,Value1,Value1,Value4,Value3,Value1,Value4,Value1,Value3,Value3,Value3,Value4,Value2,Value1,Value1,sure_thing,Value3,Value3,Value1,Value2,target,1,train
5714,Value4,Value3,Value4,Value2,Value4,Value4,Value4,Value3,Value2,Value4,Value4,Value2,Value3,Value3,Value4,persuadable,Value1,Value4,Value4,Value4,control,0,train
5715,Value1,Value1,Value2,Value2,Value3,Value2,Value1,Value3,Value2,Value4,Value3,Value1,Value2,Value4,Value1,sure_thing,Value3,Value3,Value2,Value4,target,1,train
5716,Value1,Value1,Value3,Value2,Value4,Value2,Value4,Value1,Value1,Value3,Value1,Value4,Value2,Value1,Value1,sleeping_dog,Value1,Value2,Value1,Value1,control,1,train
5717,Value4,Value1,Value2,Value2,Value1,Value4,Value2,Value1,Value4,Value2,Value4,Value1,Value3,Value3,Value3,sure_thing,Value1,Value1,Value4,Value4,control,1,train
5718,Value2,Value1,Value2,Value2,Value4,Value4,Value1,Value3,Value4,Value3,Value3,Value2,Value3,Value4,Value1,sleeping_dog,Value4,Value4,Value1,Value2,control,1,train
5719,Value4,Value1,Value1,Value2,Value3,Value4,Value4,Value4,Value2,Value3,Value2,Value1,Value2,Value4,Value1,persuadable,Value4,Value3,Value1,Value4,control,0,train
5720,Value2,Value1,Value2,Value2,Value1,Value3,Value1,Value1,Value2,Value1,Value3,Value2,Value2,Value2,Value1,sure_thing,Value1,Value1,Value1,Value4,target,1,test
5721,Value4,Value1,Value2,Value2,Value1,Value4,Value2,Value4,Value2,Value4,Value4,Value1,Value2,Value4,Value1,persuadable,Value3,Value2,Value2,Value1,target,1,train
5722,Value2,Value1,Value2,Value2,Value2,Value1,Value1,Value1,Value3,Value3,Value1,Value1,Value4,Value2,Value3,sleeping_dog,Value2,Value4,Value2,Value2,target,0,train
5723,Value4,Value3,Value4,Value4,Value3,Value3,Value4,Value4,Value1,Value4,Value1,Value3,Value2,Value1,Value1,sleeping_dog,Value4,Value3,Value2,Value1,control,1,train
5724,Value2,Value3,Value4,Value2,Value4,Value2,Value2,Value2,Value4,Value3,Value4,Value2,Value3,Value1,Value4,sleeping_dog,Value4,Value1,Value1,Value4,control,1,train
5725,Value2,Value3,Value2,Value2,Value1,Value3,Value2,Value4,Value3,Value4,Value3,Value1,Value4,Value2,Value1,persuadable,Value3,Value2,Value1,Value4,control,0,train
5726,Value3,Value3,Value4,Value2,Value1,Value4,Value4,Value3,Value1,Value3,Value4,Value4,Value2,Value3,Value1,sleeping_dog,Value1,Value2,Value2,Value1,target,0,train
5727,Value2,Value1,Value1,Value2,Value4,Value2,Value4,Value1,Value4,Value4,Value4,Value3,Value2,Value2,Value3,persuadable,Value2,Value3,Value2,Value1,control,0,train
5728,Value2,Value3,Value2,Value2,Value4,Value2,Value1,Value3,Value3,Value4,Value3,Value3,Value2,Value2,Value4,sleeping_dog,Value4,Value1,Value4,Value2,control,1,test
5729,Value2,Value1,Value4,Value4,Value1,Value2,Value1,Value2,Value4,Value3,Value1,Value1,Value2,Value1,Value4,sure_thing,Value4,Value2,Value3,Value3,target,1,test
5730,Value1,Value1,Value1,Value2,Value1,Value4,Value4,Value1,Value3,Value3,Value1,Value4,Value4,Value2,Value1,sleeping_dog,Value3,Value1,Value4,Value1,control,1,train
5731,Value1,Value2,Value1,Value2,Value4,Value2,Value2,Value2,Value1,Value3,Value1,Value2,Value3,Value4,Value4,lost_cause,Value2,Value4,Value2,Value4,control,0,test
5732,Value3,Value3,Value4,Value2,Value1,Value2,Value4,Value2,Value1,Value3,Value1,Value4,Value3,Value3,Value4,sure_thing,Value2,Value1,Value4,Value4,control,1,train
5733,Value4,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value2,Value4,Value1,Value1,Value3,Value4,Value4,lost_cause,Value1,Value1,Value4,Value2,target,0,train
5734,Value4,Value1,Value1,Value3,Value3,Value1,Value4,Value1,Value2,Value3,Value2,Value1,Value3,Value2,Value1,lost_cause,Value3,Value2,Value2,Value4,control,0,train
5735,Value1,Value3,Value4,Value2,Value3,Value4,Value4,Value3,Value3,Value4,Value2,Value3,Value2,Value4,Value4,sleeping_dog,Value2,Value3,Value2,Value1,target,0,train
5736,Value4,Value1,Value2,Value3,Value4,Value2,Value1,Value3,Value2,Value3,Value3,Value1,Value2,Value2,Value3,sure_thing,Value2,Value3,Value4,Value4,target,1,test
5737,Value3,Value1,Value2,Value2,Value2,Value4,Value1,Value1,Value3,Value1,Value4,Value3,Value4,Value1,Value3,sure_thing,Value2,Value3,Value4,Value2,target,1,train
5738,Value2,Value1,Value4,Value2,Value1,Value4,Value2,Value3,Value2,Value3,Value4,Value1,Value4,Value3,Value4,lost_cause,Value2,Value4,Value4,Value2,target,0,train
5739,Value2,Value3,Value2,Value4,Value1,Value2,Value4,Value3,Value3,Value3,Value3,Value1,Value3,Value2,Value4,lost_cause,Value4,Value2,Value2,Value2,target,0,train
5740,Value2,Value1,Value4,Value2,Value4,Value2,Value4,Value3,Value4,Value1,Value1,Value2,Value2,Value1,Value3,lost_cause,Value3,Value4,Value1,Value1,target,0,train
5741,Value4,Value3,Value4,Value4,Value1,Value4,Value4,Value3,Value1,Value2,Value2,Value1,Value1,Value2,Value1,lost_cause,Value4,Value1,Value4,Value3,control,0,train
5742,Value4,Value1,Value2,Value3,Value3,Value1,Value2,Value4,Value2,Value4,Value2,Value2,Value1,Value2,Value1,sleeping_dog,Value1,Value4,Value3,Value2,target,0,train
5743,Value4,Value1,Value1,Value2,Value2,Value4,Value4,Value1,Value3,Value3,Value3,Value1,Value2,Value1,Value2,sure_thing,Value4,Value2,Value2,Value3,target,1,train
5744,Value1,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value4,Value2,Value4,Value3,Value4,Value4,Value2,lost_cause,Value4,Value2,Value2,Value2,control,0,test
5745,Value2,Value3,Value2,Value2,Value4,Value1,Value2,Value1,Value2,Value2,Value3,Value4,Value4,Value1,Value1,sure_thing,Value4,Value4,Value3,Value4,target,1,train
5746,Value2,Value2,Value1,Value2,Value3,Value1,Value4,Value1,Value4,Value4,Value1,Value2,Value1,Value3,Value3,sleeping_dog,Value1,Value3,Value1,Value2,control,1,train
5747,Value4,Value1,Value1,Value2,Value3,Value1,Value2,Value4,Value2,Value2,Value2,Value4,Value2,Value4,Value2,lost_cause,Value4,Value1,Value1,Value1,target,0,train
5748,Value2,Value1,Value1,Value3,Value4,Value2,Value4,Value1,Value4,Value3,Value4,Value1,Value4,Value3,Value4,sleeping_dog,Value3,Value4,Value4,Value2,control,1,train
5749,Value4,Value1,Value1,Value2,Value4,Value3,Value1,Value2,Value3,Value3,Value2,Value3,Value3,Value4,Value4,sure_thing,Value3,Value2,Value2,Value1,control,1,train
5750,Value4,Value3,Value2,Value3,Value2,Value1,Value2,Value4,Value2,Value2,Value4,Value1,Value2,Value4,Value2,lost_cause,Value3,Value1,Value3,Value1,control,0,train
5751,Value4,Value3,Value2,Value2,Value1,Value4,Value4,Value2,Value2,Value2,Value2,Value4,Value4,Value4,Value4,sure_thing,Value3,Value3,Value4,Value2,target,1,test
5752,Value2,Value3,Value4,Value2,Value1,Value2,Value1,Value3,Value3,Value3,Value4,Value1,Value3,Value1,Value4,lost_cause,Value4,Value4,Value4,Value4,control,0,train
5753,Value2,Value3,Value4,Value1,Value1,Value2,Value1,Value2,Value3,Value2,Value3,Value1,Value3,Value3,Value1,sleeping_dog,Value4,Value2,Value2,Value1,target,0,train
5754,Value2,Value1,Value2,Value3,Value4,Value2,Value3,Value2,Value3,Value1,Value3,Value1,Value3,Value3,Value3,sure_thing,Value4,Value1,Value1,Value4,target,1,train
5755,Value4,Value3,Value4,Value2,Value1,Value4,Value4,Value3,Value2,Value3,Value2,Value1,Value3,Value4,Value4,persuadable,Value4,Value3,Value3,Value1,control,0,test
5756,Value2,Value1,Value1,Value2,Value2,Value4,Value1,Value1,Value1,Value3,Value1,Value4,Value2,Value1,Value2,lost_cause,Value3,Value2,Value4,Value1,control,0,train
5757,Value1,Value1,Value2,Value4,Value1,Value2,Value4,Value2,Value1,Value4,Value3,Value1,Value3,Value2,Value4,persuadable,Value4,Value4,Value2,Value3,control,0,train
5758,Value4,Value2,Value2,Value2,Value3,Value4,Value4,Value3,Value3,Value3,Value4,Value3,Value2,Value3,Value4,sure_thing,Value3,Value1,Value2,Value4,control,1,test
5759,Value4,Value3,Value2,Value2,Value1,Value1,Value4,Value1,Value2,Value3,Value2,Value1,Value1,Value2,Value1,persuadable,Value1,Value2,Value3,Value3,control,0,test
5760,Value4,Value1,Value1,Value2,Value2,Value1,Value1,Value1,Value2,Value1,Value3,Value2,Value2,Value1,Value1,lost_cause,Value1,Value2,Value3,Value4,control,0,test
5761,Value1,Value3,Value2,Value2,Value4,Value2,Value1,Value4,Value1,Value3,Value3,Value3,Value2,Value4,Value1,persuadable,Value2,Value4,Value4,Value4,target,1,train
5762,Value4,Value1,Value1,Value2,Value1,Value4,Value4,Value4,Value2,Value2,Value2,Value3,Value4,Value3,Value1,persuadable,Value4,Value4,Value1,Value4,control,0,train
5763,Value2,Value1,Value1,Value4,Value2,Value1,Value1,Value2,Value1,Value1,Value1,Value3,Value1,Value3,Value3,persuadable,Value3,Value3,Value4,Value2,target,1,train
5764,Value2,Value1,Value1,Value2,Value1,Value4,Value2,Value2,Value4,Value2,Value1,Value3,Value2,Value2,Value1,sleeping_dog,Value1,Value1,Value4,Value4,control,1,train
5765,Value2,Value2,Value4,Value3,Value4,Value2,Value4,Value3,Value4,Value3,Value4,Value1,Value2,Value2,Value4,lost_cause,Value2,Value4,Value4,Value2,target,0,train
5766,Value2,Value1,Value2,Value2,Value3,Value4,Value4,Value2,Value3,Value3,Value3,Value4,Value4,Value1,Value1,sure_thing,Value2,Value1,Value2,Value4,target,1,train
5767,Value4,Value1,Value1,Value2,Value1,Value2,Value4,Value1,Value1,Value4,Value2,Value4,Value2,Value3,Value2,sure_thing,Value2,Value2,Value2,Value1,control,1,train
5768,Value4,Value1,Value1,Value4,Value2,Value1,Value1,Value2,Value2,Value4,Value3,Value4,Value3,Value3,Value2,persuadable,Value1,Value4,Value1,Value1,target,1,train
5769,Value2,Value1,Value1,Value2,Value3,Value2,Value1,Value1,Value3,Value2,Value3,Value1,Value2,Value4,Value2,lost_cause,Value4,Value4,Value4,Value4,control,0,train
5770,Value4,Value1,Value1,Value2,Value4,Value2,Value1,Value2,Value2,Value4,Value4,Value1,Value4,Value4,Value1,persuadable,Value1,Value2,Value4,Value4,target,1,test
5771,Value2,Value1,Value3,Value2,Value3,Value1,Value2,Value1,Value4,Value3,Value1,Value2,Value2,Value3,Value1,lost_cause,Value1,Value2,Value2,Value1,target,0,train
5772,Value3,Value1,Value1,Value2,Value4,Value2,Value3,Value2,Value4,Value4,Value3,Value3,Value2,Value3,Value4,sure_thing,Value1,Value2,Value1,Value4,target,1,test
5773,Value4,Value1,Value1,Value4,Value2,Value1,Value2,Value2,Value3,Value3,Value2,Value2,Value2,Value4,Value2,persuadable,Value4,Value4,Value4,Value4,target,1,train
5774,Value3,Value1,Value3,Value3,Value3,Value4,Value2,Value4,Value3,Value4,Value1,Value3,Value3,Value4,Value1,sure_thing,Value3,Value3,Value1,Value4,target,1,train
5775,Value4,Value3,Value4,Value2,Value4,Value4,Value2,Value3,Value2,Value4,Value4,Value1,Value1,Value2,Value4,persuadable,Value2,Value2,Value1,Value3,target,1,test
5776,Value3,Value3,Value2,Value2,Value4,Value2,Value4,Value1,Value2,Value3,Value4,Value3,Value2,Value2,Value4,persuadable,Value3,Value2,Value1,Value4,control,0,train
5777,Value4,Value1,Value2,Value2,Value2,Value1,Value2,Value1,Value2,Value3,Value1,Value1,Value3,Value4,Value3,sure_thing,Value1,Value1,Value2,Value4,target,1,train
5778,Value4,Value1,Value1,Value1,Value2,Value3,Value3,Value1,Value3,Value2,Value2,Value1,Value2,Value4,Value3,persuadable,Value1,Value3,Value4,Value1,target,1,train
5779,Value4,Value1,Value1,Value2,Value3,Value1,Value2,Value3,Value2,Value3,Value2,Value3,Value4,Value4,Value1,sleeping_dog,Value4,Value2,Value2,Value2,target,0,train
5780,Value3,Value3,Value3,Value4,Value2,Value2,Value1,Value4,Value3,Value3,Value4,Value1,Value1,Value2,Value4,persuadable,Value2,Value4,Value4,Value3,control,0,test
5781,Value4,Value1,Value2,Value2,Value4,Value2,Value3,Value2,Value2,Value4,Value4,Value2,Value2,Value2,Value4,sure_thing,Value2,Value3,Value2,Value4,target,1,train
5782,Value2,Value1,Value1,Value2,Value2,Value2,Value4,Value4,Value3,Value2,Value3,Value1,Value4,Value4,Value1,lost_cause,Value1,Value1,Value1,Value3,control,0,train
5783,Value4,Value3,Value2,Value2,Value1,Value1,Value1,Value1,Value2,Value4,Value2,Value2,Value2,Value4,Value1,lost_cause,Value4,Value2,Value1,Value4,control,0,train
5784,Value2,Value3,Value2,Value2,Value1,Value1,Value2,Value4,Value1,Value3,Value1,Value2,Value1,Value4,Value1,sure_thing,Value1,Value4,Value2,Value2,target,1,train
5785,Value4,Value1,Value2,Value2,Value4,Value4,Value2,Value4,Value4,Value1,Value3,Value2,Value4,Value1,Value4,lost_cause,Value4,Value3,Value3,Value4,control,0,train
5786,Value4,Value1,Value4,Value4,Value4,Value2,Value1,Value1,Value1,Value4,Value2,Value1,Value3,Value3,Value1,lost_cause,Value4,Value4,Value4,Value1,control,0,train
5787,Value4,Value2,Value3,Value4,Value1,Value4,Value4,Value3,Value1,Value3,Value3,Value1,Value2,Value2,Value1,sleeping_dog,Value3,Value2,Value4,Value4,control,1,train
5788,Value4,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value1,Value2,Value2,Value1,Value4,Value4,Value3,persuadable,Value2,Value2,Value1,Value1,target,1,train
5789,Value1,Value1,Value2,Value2,Value4,Value2,Value2,Value4,Value2,Value4,Value4,Value1,Value3,Value1,Value1,sleeping_dog,Value4,Value4,Value2,Value1,target,0,train
5790,Value4,Value3,Value2,Value2,Value4,Value2,Value4,Value2,Value2,Value2,Value1,Value4,Value2,Value1,Value1,sleeping_dog,Value1,Value2,Value2,Value1,control,1,train
5791,Value4,Value1,Value2,Value2,Value1,Value4,Value4,Value3,Value4,Value3,Value1,Value2,Value4,Value1,Value4,sure_thing,Value2,Value3,Value1,Value2,control,1,train
5792,Value1,Value1,Value4,Value2,Value3,Value1,Value2,Value3,Value4,Value2,Value2,Value1,Value3,Value2,Value1,sure_thing,Value4,Value4,Value4,Value1,target,1,train
5793,Value1,Value1,Value2,Value4,Value4,Value2,Value1,Value3,Value1,Value3,Value4,Value2,Value3,Value1,Value2,sleeping_dog,Value3,Value2,Value1,Value4,target,0,train
5794,Value2,Value1,Value1,Value4,Value4,Value3,Value3,Value1,Value3,Value4,Value3,Value4,Value2,Value1,Value1,sure_thing,Value1,Value4,Value4,Value4,target,1,train
5795,Value4,Value1,Value1,Value2,Value4,Value2,Value4,Value4,Value2,Value3,Value1,Value1,Value2,Value2,Value4,sleeping_dog,Value1,Value2,Value1,Value1,control,1,train
5796,Value2,Value1,Value2,Value2,Value4,Value4,Value2,Value4,Value4,Value3,Value4,Value4,Value1,Value1,Value1,lost_cause,Value3,Value4,Value4,Value2,target,0,train
5797,Value2,Value3,Value4,Value2,Value4,Value3,Value4,Value3,Value3,Value2,Value2,Value1,Value3,Value1,Value4,lost_cause,Value2,Value1,Value3,Value1,control,0,train
5798,Value4,Value3,Value2,Value3,Value2,Value1,Value4,Value1,Value2,Value1,Value4,Value2,Value1,Value2,Value3,sure_thing,Value1,Value3,Value2,Value2,control,1,test
5799,Value3,Value3,Value2,Value3,Value1,Value4,Value1,Value3,Value3,Value1,Value4,Value1,Value3,Value3,Value4,sure_thing,Value1,Value1,Value1,Value4,target,1,train
5800,Value4,Value1,Value1,Value2,Value4,Value3,Value2,Value4,Value1,Value4,Value3,Value4,Value3,Value4,Value4,sleeping_dog,Value4,Value1,Value4,Value2,control,1,train
5801,Value4,Value3,Value2,Value3,Value4,Value2,Value3,Value1,Value2,Value3,Value4,Value4,Value2,Value3,Value1,lost_cause,Value1,Value3,Value3,Value1,target,0,test
5802,Value4,Value1,Value1,Value2,Value2,Value1,Value2,Value4,Value2,Value4,Value3,Value2,Value3,Value3,Value3,sure_thing,Value1,Value1,Value3,Value1,control,1,train
5803,Value3,Value3,Value2,Value2,Value2,Value1,Value2,Value4,Value1,Value4,Value2,Value3,Value2,Value3,Value3,sure_thing,Value2,Value1,Value3,Value4,control,1,train
5804,Value3,Value1,Value1,Value4,Value2,Value1,Value4,Value4,Value3,Value2,Value4,Value1,Value1,Value2,Value3,sleeping_dog,Value1,Value4,Value1,Value2,target,0,train
5805,Value1,Value1,Value1,Value2,Value2,Value4,Value2,Value3,Value3,Value1,Value3,Value3,Value4,Value3,Value3,lost_cause,Value3,Value3,Value4,Value4,control,0,train
5806,Value1,Value3,Value1,Value2,Value4,Value2,Value4,Value1,Value1,Value3,Value3,Value2,Value1,Value1,Value4,persuadable,Value2,Value4,Value4,Value2,control,0,train
5807,Value2,Value3,Value2,Value3,Value2,Value4,Value4,Value2,Value1,Value3,Value4,Value4,Value2,Value4,Value3,sleeping_dog,Value4,Value1,Value2,Value4,control,1,train
5808,Value1,Value3,Value4,Value3,Value3,Value3,Value2,Value4,Value4,Value2,Value2,Value3,Value3,Value2,Value1,sleeping_dog,Value3,Value3,Value3,Value3,target,0,train
5809,Value3,Value1,Value1,Value2,Value3,Value1,Value4,Value1,Value2,Value3,Value3,Value3,Value4,Value4,Value1,sleeping_dog,Value1,Value4,Value2,Value3,control,1,train
5810,Value1,Value1,Value2,Value4,Value3,Value4,Value4,Value2,Value3,Value3,Value4,Value3,Value4,Value4,Value3,sleeping_dog,Value3,Value1,Value2,Value3,target,0,train
5811,Value4,Value3,Value4,Value2,Value3,Value2,Value2,Value2,Value2,Value3,Value2,Value3,Value2,Value2,Value1,persuadable,Value3,Value2,Value2,Value1,control,0,train
5812,Value1,Value1,Value1,Value2,Value4,Value3,Value4,Value3,Value2,Value3,Value1,Value3,Value4,Value3,Value4,sleeping_dog,Value1,Value2,Value1,Value4,target,0,train
5813,Value4,Value1,Value1,Value3,Value3,Value1,Value2,Value3,Value2,Value3,Value3,Value2,Value4,Value1,Value1,persuadable,Value2,Value2,Value2,Value3,target,1,train
5814,Value4,Value1,Value2,Value4,Value2,Value4,Value1,Value3,Value2,Value3,Value4,Value1,Value2,Value2,Value3,persuadable,Value1,Value2,Value2,Value3,control,0,test
5815,Value3,Value1,Value2,Value3,Value2,Value1,Value4,Value1,Value1,Value3,Value2,Value3,Value3,Value2,Value3,lost_cause,Value2,Value1,Value2,Value3,control,0,train
5816,Value4,Value3,Value4,Value2,Value1,Value4,Value4,Value4,Value3,Value3,Value1,Value3,Value1,Value1,Value4,sleeping_dog,Value4,Value3,Value2,Value2,control,1,train
5817,Value4,Value1,Value2,Value2,Value1,Value4,Value2,Value3,Value3,Value3,Value1,Value3,Value1,Value2,Value4,sure_thing,Value3,Value2,Value4,Value2,control,1,test
5818,Value2,Value1,Value1,Value2,Value1,Value3,Value2,Value4,Value3,Value3,Value4,Value3,Value2,Value2,Value4,sleeping_dog,Value4,Value1,Value2,Value4,control,1,train
5819,Value4,Value3,Value2,Value2,Value3,Value4,Value2,Value4,Value1,Value4,Value2,Value3,Value2,Value4,Value3,sure_thing,Value2,Value1,Value2,Value3,control,1,train
5820,Value4,Value3,Value2,Value2,Value2,Value1,Value1,Value3,Value2,Value4,Value3,Value1,Value2,Value2,Value2,persuadable,Value4,Value2,Value2,Value4,control,0,train
5821,Value2,Value1,Value2,Value2,Value2,Value4,Value1,Value3,Value4,Value1,Value4,Value2,Value2,Value3,Value4,sleeping_dog,Value1,Value1,Value1,Value4,target,0,train
5822,Value2,Value3,Value3,Value2,Value2,Value1,Value4,Value3,Value4,Value4,Value3,Value1,Value2,Value4,Value3,lost_cause,Value2,Value4,Value4,Value4,target,0,train
5823,Value4,Value1,Value1,Value4,Value3,Value2,Value1,Value3,Value4,Value3,Value2,Value2,Value2,Value4,Value1,lost_cause,Value1,Value1,Value4,Value1,control,0,train
5824,Value2,Value1,Value1,Value2,Value2,Value1,Value4,Value3,Value4,Value3,Value3,Value1,Value2,Value3,Value3,lost_cause,Value4,Value1,Value1,Value4,control,0,test
5825,Value4,Value1,Value4,Value4,Value2,Value1,Value4,Value2,Value3,Value3,Value1,Value1,Value1,Value3,Value4,lost_cause,Value3,Value3,Value3,Value1,target,0,train
5826,Value2,Value1,Value1,Value2,Value2,Value1,Value1,Value1,Value3,Value1,Value3,Value1,Value1,Value2,Value2,sleeping_dog,Value4,Value1,Value1,Value1,control,1,train
5827,Value4,Value3,Value4,Value3,Value1,Value2,Value4,Value2,Value1,Value2,Value3,Value1,Value4,Value2,Value1,persuadable,Value4,Value1,Value4,Value4,control,0,train
5828,Value3,Value1,Value1,Value2,Value4,Value2,Value1,Value1,Value1,Value3,Value3,Value1,Value2,Value3,Value4,lost_cause,Value1,Value2,Value2,Value4,target,0,train
5829,Value2,Value3,Value4,Value3,Value2,Value3,Value2,Value3,Value3,Value3,Value3,Value1,Value3,Value3,Value4,lost_cause,Value1,Value3,Value1,Value1,target,0,train
5830,Value2,Value1,Value1,Value2,Value3,Value4,Value2,Value3,Value3,Value3,Value3,Value4,Value4,Value4,Value1,persuadable,Value3,Value1,Value4,Value3,target,1,train
5831,Value1,Value1,Value2,Value2,Value4,Value2,Value4,Value3,Value1,Value1,Value1,Value2,Value1,Value4,Value4,sleeping_dog,Value2,Value4,Value1,Value4,target,0,train
5832,Value2,Value1,Value2,Value2,Value2,Value1,Value4,Value3,Value4,Value3,Value4,Value1,Value1,Value4,Value3,lost_cause,Value2,Value4,Value4,Value2,target,0,test
5833,Value4,Value1,Value4,Value3,Value4,Value4,Value4,Value4,Value4,Value4,Value4,Value1,Value1,Value2,Value4,sleeping_dog,Value2,Value4,Value4,Value3,control,1,train
5834,Value3,Value2,Value3,Value2,Value2,Value1,Value4,Value1,Value3,Value4,Value4,Value4,Value3,Value1,Value3,lost_cause,Value2,Value2,Value2,Value4,target,0,train
5835,Value2,Value2,Value2,Value4,Value2,Value1,Value1,Value4,Value4,Value1,Value4,Value2,Value3,Value1,Value4,lost_cause,Value1,Value2,Value4,Value1,control,0,train
5836,Value1,Value1,Value1,Value2,Value4,Value2,Value2,Value4,Value1,Value3,Value2,Value3,Value4,Value3,Value4,sure_thing,Value2,Value1,Value3,Value3,control,1,train
5837,Value1,Value1,Value1,Value4,Value4,Value2,Value4,Value1,Value1,Value2,Value1,Value1,Value2,Value3,Value3,sure_thing,Value3,Value2,Value2,Value1,target,1,train
5838,Value4,Value1,Value1,Value4,Value3,Value4,Value1,Value1,Value3,Value3,Value2,Value1,Value1,Value2,Value2,sure_thing,Value2,Value2,Value2,Value3,target,1,train
